idx,greenhouseId,time,measurementLine,sampleId,standardCategoryName,standardItemName,surveyItemName,unit,surveyItemValue
151,1,2025-01-20,5,1,leafinfo,leafnumber,엽수,개,8
151,1,2025-01-20,5,1,steminfo,crowndiameter,관부직경,cm,2.5
151,1,2025-01-20,5,1,plantobjectinfo,fruitingnumber,착과수,개,4
152,1,2025-01-20,5,2,steminfo,plantheight,초장,cm,27
152,1,2025-01-20,5,2,leafinfo,leaflength,엽장,cm,12
152,1,2025-01-20,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2025-01-20,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2025-01-20,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2025-01-20,5,2,steminfo,crowndiameter,관부직경,cm,2.5
152,1,2025-01-20,5,2,plantobjectinfo,fruitingnumber,착과수,개,4
111,1,2025-01-31,1,1,steminfo,plantheight,초장,cm,29
111,1,2025-01-31,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2025-01-31,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2025-01-31,1,1,leafinfo,petiolelength,엽병장,cm,19
111,1,2025-01-31,1,1,leafinfo,leafnumber,엽수,개,6
111,1,2025-01-31,1,1,steminfo,crowndiameter,관부직경,cm,2.5
111,1,2025-01-31,1,1,plantobjectinfo,fruitingnumber,착과수,개,5
112,1,2025-01-31,1,2,steminfo,plantheight,초장,cm,30
112,1,2025-01-31,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2025-01-31,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2025-01-31,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2025-01-31,1,2,leafinfo,leafnumber,엽수,개,6
112,1,2025-01-31,1,2,steminfo,crowndiameter,관부직경,cm,2.5
112,1,2025-01-31,1,2,plantobjectinfo,fruitingnumber,착과수,개,4
121,1,2025-01-31,2,1,steminfo,plantheight,초장,cm,31
121,1,2025-01-31,2,1,leafinfo,leaflength,엽장,cm,10
121,1,2025-01-31,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2025-01-31,2,1,leafinfo,petiolelength,엽병장,cm,21
121,1,2025-01-31,2,1,leafinfo,leafnumber,엽수,개,6
121,1,2025-01-31,2,1,steminfo,crowndiameter,관부직경,cm,2.5
121,1,2025-01-31,2,1,plantobjectinfo,fruitingnumber,착과수,개,6
122,1,2025-01-31,2,2,steminfo,plantheight,초장,cm,29
122,1,2025-01-31,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2025-01-31,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2025-01-31,2,2,leafinfo,petiolelength,엽병장,cm,18
122,1,2025-01-31,2,2,leafinfo,leafnumber,엽수,개,7
122,1,2025-01-31,2,2,steminfo,crowndiameter,관부직경,cm,2.3
122,1,2025-01-31,2,2,plantobjectinfo,fruitingnumber,착과수,개,8
131,1,2025-01-31,3,1,steminfo,plantheight,초장,cm,30
131,1,2025-01-31,3,1,leafinfo,leaflength,엽장,cm,11
131,1,2025-01-31,3,1,leafinfo,leafwidth,엽폭,cm,7
131,1,2025-01-31,3,1,leafinfo,petiolelength,엽병장,cm,19
131,1,2025-01-31,3,1,leafinfo,leafnumber,엽수,개,8
131,1,2025-01-31,3,1,steminfo,crowndiameter,관부직경,cm,2.3
131,1,2025-01-31,3,1,plantobjectinfo,fruitingnumber,착과수,개,6
132,1,2025-01-31,3,2,steminfo,plantheight,초장,cm,30
132,1,2025-01-31,3,2,leafinfo,leaflength,엽장,cm,11
132,1,2025-01-31,3,2,leafinfo,leafwidth,엽폭,cm,8
132,1,2025-01-31,3,2,leafinfo,petiolelength,엽병장,cm,19
132,1,2025-01-31,3,2,leafinfo,leafnumber,엽수,개,8
132,1,2025-01-31,3,2,steminfo,crowndiameter,관부직경,cm,2.5
132,1,2025-01-31,3,2,plantobjectinfo,fruitingnumber,착과수,개,7
141,1,2025-01-31,4,1,steminfo,plantheight,초장,cm,28
141,1,2025-01-31,4,1,leafinfo,leaflength,엽장,cm,12
141,1,2025-01-31,4,1,leafinfo,leafwidth,엽폭,cm,9
141,1,2025-01-31,4,1,leafinfo,petiolelength,엽병장,cm,16
141,1,2025-01-31,4,1,leafinfo,leafnumber,엽수,개,7
141,1,2025-01-31,4,1,steminfo,crowndiameter,관부직경,cm,2.6
141,1,2025-01-31,4,1,plantobjectinfo,fruitingnumber,착과수,개,6
142,1,2025-01-31,4,2,steminfo,plantheight,초장,cm,27
142,1,2025-01-31,4,2,leafinfo,leaflength,엽장,cm,12
142,1,2025-01-31,4,2,leafinfo,leafwidth,엽폭,cm,10
142,1,2025-01-31,4,2,leafinfo,petiolelength,엽병장,cm,15
142,1,2025-01-31,4,2,leafinfo,leafnumber,엽수,개,7
142,1,2025-01-31,4,2,steminfo,crowndiameter,관부직경,cm,2.5
142,1,2025-01-31,4,2,plantobjectinfo,fruitingnumber,착과수,개,6
151,1,2025-01-31,5,1,steminfo,plantheight,초장,cm,27
151,1,2025-01-31,5,1,leafinfo,leaflength,엽장,cm,10
151,1,2025-01-31,5,1,leafinfo,leafwidth,엽폭,cm,7
151,1,2025-01-31,5,1,leafinfo,petiolelength,엽병장,cm,17
151,1,2025-01-31,5,1,leafinfo,leafnumber,엽수,개,8
151,1,2025-01-31,5,1,steminfo,crowndiameter,관부직경,cm,2.5
151,1,2025-01-31,5,1,plantobjectinfo,fruitingnumber,착과수,개,6
152,1,2025-01-31,5,2,steminfo,plantheight,초장,cm,27
152,1,2025-01-31,5,2,leafinfo,leaflength,엽장,cm,12
152,1,2025-01-31,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2025-01-31,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2025-01-31,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2025-01-31,5,2,steminfo,crowndiameter,관부직경,cm,2.5
152,1,2025-01-31,5,2,plantobjectinfo,fruitingnumber,착과수,개,5
111,1,2025-02-03,1,1,steminfo,plantheight,초장,cm,29
111,1,2025-02-03,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2025-02-03,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2025-02-03,1,1,leafinfo,petiolelength,엽병장,cm,19
111,1,2025-02-03,1,1,leafinfo,leafnumber,엽수,개,6
111,1,2025-02-03,1,1,steminfo,crowndiameter,관부직경,cm,2.5
111,1,2025-02-03,1,1,plantobjectinfo,fruitingnumber,착과수,개,6
112,1,2025-02-03,1,2,steminfo,plantheight,초장,cm,30
112,1,2025-02-03,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2025-02-03,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2025-02-03,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2025-02-03,1,2,leafinfo,leafnumber,엽수,개,6
112,1,2025-02-03,1,2,steminfo,crowndiameter,관부직경,cm,2.5
112,1,2025-02-03,1,2,plantobjectinfo,fruitingnumber,착과수,개,8
121,1,2025-02-03,2,1,steminfo,plantheight,초장,cm,31
121,1,2025-02-03,2,1,leafinfo,leaflength,엽장,cm,10
121,1,2025-02-03,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2025-02-03,2,1,leafinfo,petiolelength,엽병장,cm,21
121,1,2025-02-03,2,1,leafinfo,leafnumber,엽수,개,6
121,1,2025-02-03,2,1,steminfo,crowndiameter,관부직경,cm,2.5
121,1,2025-02-03,2,1,plantobjectinfo,fruitingnumber,착과수,개,5
122,1,2025-02-03,2,2,steminfo,plantheight,초장,cm,29
122,1,2025-02-03,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2025-02-03,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2025-02-03,2,2,leafinfo,petiolelength,엽병장,cm,18
122,1,2025-02-03,2,2,leafinfo,leafnumber,엽수,개,7
122,1,2025-02-03,2,2,steminfo,crowndiameter,관부직경,cm,2.3
122,1,2025-02-03,2,2,plantobjectinfo,fruitingnumber,착과수,개,8
131,1,2025-02-03,3,1,steminfo,plantheight,초장,cm,30
131,1,2025-02-03,3,1,leafinfo,leaflength,엽장,cm,11
131,1,2025-02-03,3,1,leafinfo,leafwidth,엽폭,cm,7
131,1,2025-02-03,3,1,leafinfo,petiolelength,엽병장,cm,19
131,1,2025-02-03,3,1,leafinfo,leafnumber,엽수,개,8
131,1,2025-02-03,3,1,steminfo,crowndiameter,관부직경,cm,2.3
131,1,2025-02-03,3,1,plantobjectinfo,fruitingnumber,착과수,개,5
132,1,2025-02-03,3,2,steminfo,plantheight,초장,cm,30
132,1,2025-02-03,3,2,leafinfo,leaflength,엽장,cm,11
132,1,2025-02-03,3,2,leafinfo,leafwidth,엽폭,cm,8
132,1,2025-02-03,3,2,leafinfo,petiolelength,엽병장,cm,19
132,1,2025-02-03,3,2,leafinfo,leafnumber,엽수,개,8
132,1,2025-02-03,3,2,steminfo,crowndiameter,관부직경,cm,2.5
132,1,2025-02-03,3,2,plantobjectinfo,fruitingnumber,착과수,개,7
141,1,2025-02-03,4,1,steminfo,plantheight,초장,cm,28
141,1,2025-02-03,4,1,leafinfo,leaflength,엽장,cm,12
141,1,2025-02-03,4,1,leafinfo,leafwidth,엽폭,cm,9
141,1,2025-02-03,4,1,leafinfo,petiolelength,엽병장,cm,16
141,1,2025-02-03,4,1,leafinfo,leafnumber,엽수,개,7
141,1,2025-02-03,4,1,steminfo,crowndiameter,관부직경,cm,2.6
141,1,2025-02-03,4,1,plantobjectinfo,fruitingnumber,착과수,개,5
142,1,2025-02-03,4,2,steminfo,plantheight,초장,cm,27
142,1,2025-02-03,4,2,leafinfo,leaflength,엽장,cm,12
142,1,2025-02-03,4,2,leafinfo,leafwidth,엽폭,cm,10
142,1,2025-02-03,4,2,leafinfo,petiolelength,엽병장,cm,15
142,1,2025-02-03,4,2,leafinfo,leafnumber,엽수,개,7
142,1,2025-02-03,4,2,steminfo,crowndiameter,관부직경,cm,2.5
142,1,2025-02-03,4,2,plantobjectinfo,fruitingnumber,착과수,개,5
151,1,2025-02-03,5,1,steminfo,plantheight,초장,cm,27
151,1,2025-02-03,5,1,leafinfo,leaflength,엽장,cm,10
151,1,2025-02-03,5,1,leafinfo,leafwidth,엽폭,cm,7
151,1,2025-02-03,5,1,leafinfo,petiolelength,엽병장,cm,17
151,1,2025-02-03,5,1,leafinfo,leafnumber,엽수,개,8
151,1,2025-02-03,5,1,steminfo,crowndiameter,관부직경,cm,2.5
151,1,2025-02-03,5,1,plantobjectinfo,fruitingnumber,착과수,개,5
152,1,2025-02-03,5,2,steminfo,plantheight,초장,cm,27
152,1,2025-02-03,5,2,leafinfo,leaflength,엽장,cm,12
152,1,2025-02-03,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2025-02-03,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2025-02-03,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2025-02-03,5,2,steminfo,crowndiameter,관부직경,cm,2.5
152,1,2025-02-03,5,2,plantobjectinfo,fruitingnumber,착과수,개,4
211,2,2024-11-01,1,1,steminfo,plantheight,초장,cm,25
211,2,2024-11-01,1,1,leafinfo,leaflength,엽장,cm,10
211,2,2024-11-01,1,1,leafinfo,leafwidth,엽폭,cm,9
211,2,2024-11-01,1,1,leafinfo,petiolelength,엽병장,cm,16
211,2,2024-11-01,1,1,leafinfo,leafnumber,엽수,개,5
211,2,2024-11-01,1,1,steminfo,crowndiameter,관부직경,cm,1.5
211,2,2024-11-01,1,1,plantobjectinfo,fruitingnumber,착과수,개,0
212,2,2024-11-01,1,2,steminfo,plantheight,초장,cm,23
212,2,2024-11-01,1,2,leafinfo,leaflength,엽장,cm,10
212,2,2024-11-01,1,2,leafinfo,leafwidth,엽폭,cm,9
212,2,2024-11-01,1,2,leafinfo,petiolelength,엽병장,cm,13
212,2,2024-11-01,1,2,leafinfo,leafnumber,엽수,개,6
212,2,2024-11-01,1,2,steminfo,crowndiameter,관부직경,cm,2
212,2,2024-11-01,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
221,2,2024-11-01,2,1,steminfo,plantheight,초장,cm,26
221,2,2024-11-01,2,1,leafinfo,leaflength,엽장,cm,9
221,2,2024-11-01,2,1,leafinfo,leafwidth,엽폭,cm,6
221,2,2024-11-01,2,1,leafinfo,petiolelength,엽병장,cm,16
221,2,2024-11-01,2,1,leafinfo,leafnumber,엽수,개,6
221,2,2024-11-01,2,1,steminfo,crowndiameter,관부직경,cm,1.5
221,2,2024-11-01,2,1,plantobjectinfo,fruitingnumber,착과수,개,1
222,2,2024-11-01,2,2,steminfo,plantheight,초장,cm,29
222,2,2024-11-01,2,2,leafinfo,leaflength,엽장,cm,10
222,2,2024-11-01,2,2,leafinfo,leafwidth,엽폭,cm,8
222,2,2024-11-01,2,2,leafinfo,petiolelength,엽병장,cm,18
222,2,2024-11-01,2,2,leafinfo,leafnumber,엽수,개,6
222,2,2024-11-01,2,2,steminfo,crowndiameter,관부직경,cm,2
222,2,2024-11-01,2,2,plantobjectinfo,fruitingnumber,착과수,개,3
231,2,2024-11-01,3,1,steminfo,plantheight,초장,cm,26
231,2,2024-11-01,3,1,leafinfo,leaflength,엽장,cm,10
231,2,2024-11-01,3,1,leafinfo,leafwidth,엽폭,cm,9
231,2,2024-11-01,3,1,leafinfo,petiolelength,엽병장,cm,15
231,2,2024-11-01,3,1,leafinfo,leafnumber,엽수,개,6
231,2,2024-11-01,3,1,steminfo,crowndiameter,관부직경,cm,2.3
231,2,2024-11-01,3,1,plantobjectinfo,fruitingnumber,착과수,개,0
232,2,2024-11-01,3,2,steminfo,plantheight,초장,cm,25
232,2,2024-11-01,3,2,leafinfo,leaflength,엽장,cm,9
232,2,2024-11-01,3,2,leafinfo,leafwidth,엽폭,cm,8
232,2,2024-11-01,3,2,leafinfo,petiolelength,엽병장,cm,15
232,2,2024-11-01,3,2,leafinfo,leafnumber,엽수,개,5
232,2,2024-11-01,3,2,steminfo,crowndiameter,관부직경,cm,2
232,2,2024-11-01,3,2,plantobjectinfo,fruitingnumber,착과수,개,1
241,2,2024-11-01,4,1,steminfo,plantheight,초장,cm,27
241,2,2024-11-01,4,1,leafinfo,leaflength,엽장,cm,10
241,2,2024-11-01,4,1,leafinfo,leafwidth,엽폭,cm,9
241,2,2024-11-01,4,1,leafinfo,petiolelength,엽병장,cm,17
241,2,2024-11-01,4,1,leafinfo,leafnumber,엽수,개,5
241,2,2024-11-01,4,1,steminfo,crowndiameter,관부직경,cm,2
241,2,2024-11-01,4,1,plantobjectinfo,fruitingnumber,착과수,개,1
242,2,2024-11-01,4,2,steminfo,plantheight,초장,cm,23
242,2,2024-11-01,4,2,leafinfo,leaflength,엽장,cm,9
242,2,2024-11-01,4,2,leafinfo,leafwidth,엽폭,cm,8
242,2,2024-11-01,4,2,leafinfo,petiolelength,엽병장,cm,14
242,2,2024-11-01,4,2,leafinfo,leafnumber,엽수,개,6
242,2,2024-11-01,4,2,steminfo,crowndiameter,관부직경,cm,2
242,2,2024-11-01,4,2,plantobjectinfo,fruitingnumber,착과수,개,1
251,2,2024-11-01,5,1,steminfo,plantheight,초장,cm,24
251,2,2024-11-01,5,1,leafinfo,leaflength,엽장,cm,9
251,2,2024-11-01,5,1,leafinfo,leafwidth,엽폭,cm,8
251,2,2024-11-01,5,1,leafinfo,petiolelength,엽병장,cm,14
251,2,2024-11-01,5,1,leafinfo,leafnumber,엽수,개,5
251,2,2024-11-01,5,1,steminfo,crowndiameter,관부직경,cm,2
251,2,2024-11-01,5,1,plantobjectinfo,fruitingnumber,착과수,개,0
252,2,2024-11-01,5,2,steminfo,plantheight,초장,cm,27
252,2,2024-11-01,5,2,leafinfo,leaflength,엽장,cm,10
252,2,2024-11-01,5,2,leafinfo,leafwidth,엽폭,cm,8
252,2,2024-11-01,5,2,leafinfo,petiolelength,엽병장,cm,18
252,2,2024-11-01,5,2,leafinfo,leafnumber,엽수,개,6
252,2,2024-11-01,5,2,steminfo,crowndiameter,관부직경,cm,2
252,2,2024-11-01,5,2,plantobjectinfo,fruitingnumber,착과수,개,2
211,2,2024-11-04,1,1,steminfo,plantheight,초장,cm,26
211,2,2024-11-04,1,1,leafinfo,leaflength,엽장,cm,10
211,2,2024-11-04,1,1,leafinfo,leafwidth,엽폭,cm,9
211,2,2024-11-04,1,1,leafinfo,petiolelength,엽병장,cm,16
211,2,2024-11-04,1,1,leafinfo,leafnumber,엽수,개,5
211,2,2024-11-04,1,1,steminfo,crowndiameter,관부직경,cm,1.5
211,2,2024-11-04,1,1,plantobjectinfo,fruitingnumber,착과수,개,0
212,2,2024-11-04,1,2,steminfo,plantheight,초장,cm,24
212,2,2024-11-04,1,2,leafinfo,leaflength,엽장,cm,11
212,2,2024-11-04,1,2,leafinfo,leafwidth,엽폭,cm,9
212,2,2024-11-04,1,2,leafinfo,petiolelength,엽병장,cm,13
212,2,2024-11-04,1,2,leafinfo,leafnumber,엽수,개,6
212,2,2024-11-04,1,2,steminfo,crowndiameter,관부직경,cm,2
212,2,2024-11-04,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
221,2,2024-11-04,2,1,steminfo,plantheight,초장,cm,27
221,2,2024-11-04,2,1,leafinfo,leaflength,엽장,cm,10
221,2,2024-11-04,2,1,leafinfo,leafwidth,엽폭,cm,7
221,2,2024-11-04,2,1,leafinfo,petiolelength,엽병장,cm,17
221,2,2024-11-04,2,1,leafinfo,leafnumber,엽수,개,6
221,2,2024-11-04,2,1,steminfo,crowndiameter,관부직경,cm,1.5
221,2,2024-11-04,2,1,plantobjectinfo,fruitingnumber,착과수,개,1
222,2,2024-11-04,2,2,steminfo,plantheight,초장,cm,30
222,2,2024-11-04,2,2,leafinfo,leaflength,엽장,cm,11
222,2,2024-11-04,2,2,leafinfo,leafwidth,엽폭,cm,9
222,2,2024-11-04,2,2,leafinfo,petiolelength,엽병장,cm,19
222,2,2024-11-04,2,2,leafinfo,leafnumber,엽수,개,6
222,2,2024-11-04,2,2,steminfo,crowndiameter,관부직경,cm,2
222,2,2024-11-04,2,2,plantobjectinfo,fruitingnumber,착과수,개,3
231,2,2024-11-04,3,1,steminfo,plantheight,초장,cm,27
231,2,2024-11-04,3,1,leafinfo,leaflength,엽장,cm,11
231,2,2024-11-04,3,1,leafinfo,leafwidth,엽폭,cm,10
231,2,2024-11-04,3,1,leafinfo,petiolelength,엽병장,cm,16
231,2,2024-11-04,3,1,leafinfo,leafnumber,엽수,개,7
231,2,2024-11-04,3,1,steminfo,crowndiameter,관부직경,cm,2.3
231,2,2024-11-04,3,1,plantobjectinfo,fruitingnumber,착과수,개,0
232,2,2024-11-04,3,2,steminfo,plantheight,초장,cm,26
232,2,2024-11-04,3,2,leafinfo,leaflength,엽장,cm,10
232,2,2024-11-04,3,2,leafinfo,leafwidth,엽폭,cm,9
232,2,2024-11-04,3,2,leafinfo,petiolelength,엽병장,cm,16
232,2,2024-11-04,3,2,leafinfo,leafnumber,엽수,개,6
232,2,2024-11-04,3,2,steminfo,crowndiameter,관부직경,cm,2
232,2,2024-11-04,3,2,plantobjectinfo,fruitingnumber,착과수,개,1
241,2,2024-11-04,4,1,steminfo,plantheight,초장,cm,28
241,2,2024-11-04,4,1,leafinfo,leaflength,엽장,cm,11
241,2,2024-11-04,4,1,leafinfo,leafwidth,엽폭,cm,10
241,2,2024-11-04,4,1,leafinfo,petiolelength,엽병장,cm,17
241,2,2024-11-04,4,1,leafinfo,leafnumber,엽수,개,6
241,2,2024-11-04,4,1,steminfo,crowndiameter,관부직경,cm,2
241,2,2024-11-04,4,1,plantobjectinfo,fruitingnumber,착과수,개,1
242,2,2024-11-04,4,2,steminfo,plantheight,초장,cm,24
242,2,2024-11-04,4,2,leafinfo,leaflength,엽장,cm,10
242,2,2024-11-04,4,2,leafinfo,leafwidth,엽폭,cm,9
242,2,2024-11-04,4,2,leafinfo,petiolelength,엽병장,cm,14
242,2,2024-11-04,4,2,leafinfo,leafnumber,엽수,개,7
242,2,2024-11-04,4,2,steminfo,crowndiameter,관부직경,cm,2
242,2,2024-11-04,4,2,plantobjectinfo,fruitingnumber,착과수,개,1
251,2,2024-11-04,5,1,steminfo,plantheight,초장,cm,25
251,2,2024-11-04,5,1,leafinfo,leaflength,엽장,cm,10
251,2,2024-11-04,5,1,leafinfo,leafwidth,엽폭,cm,9
251,2,2024-11-04,5,1,leafinfo,petiolelength,엽병장,cm,15
251,2,2024-11-04,5,1,leafinfo,leafnumber,엽수,개,6
251,2,2024-11-04,5,1,steminfo,crowndiameter,관부직경,cm,2
251,2,2024-11-04,5,1,plantobjectinfo,fruitingnumber,착과수,개,0
252,2,2024-11-04,5,2,steminfo,plantheight,초장,cm,28
252,2,2024-11-04,5,2,leafinfo,leaflength,엽장,cm,11
252,2,2024-11-04,5,2,leafinfo,leafwidth,엽폭,cm,9
252,2,2024-11-04,5,2,leafinfo,petiolelength,엽병장,cm,19
252,2,2024-11-04,5,2,leafinfo,leafnumber,엽수,개,7
252,2,2024-11-04,5,2,steminfo,crowndiameter,관부직경,cm,2
252,2,2024-11-04,5,2,plantobjectinfo,fruitingnumber,착과수,개,2
211,2,2024-11-11,1,1,steminfo,plantheight,초장,cm,26
211,2,2024-11-11,1,1,leafinfo,leaflength,엽장,cm,10
211,2,2024-11-11,1,1,leafinfo,leafwidth,엽폭,cm,9
211,2,2024-11-11,1,1,leafinfo,petiolelength,엽병장,cm,16
211,2,2024-11-11,1,1,leafinfo,leafnumber,엽수,개,6
211,2,2024-11-11,1,1,steminfo,crowndiameter,관부직경,cm,1.5
211,2,2024-11-11,1,1,plantobjectinfo,fruitingnumber,착과수,개,0
212,2,2024-11-11,1,2,steminfo,plantheight,초장,cm,25
212,2,2024-11-11,1,2,leafinfo,leaflength,엽장,cm,11
212,2,2024-11-11,1,2,leafinfo,leafwidth,엽폭,cm,9
212,2,2024-11-11,1,2,leafinfo,petiolelength,엽병장,cm,14
212,2,2024-11-11,1,2,leafinfo,leafnumber,엽수,개,6
212,2,2024-11-11,1,2,steminfo,crowndiameter,관부직경,cm,2
212,2,2024-11-11,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
221,2,2024-11-11,2,1,steminfo,plantheight,초장,cm,28
221,2,2024-11-11,2,1,leafinfo,leaflength,엽장,cm,10
221,2,2024-11-11,2,1,leafinfo,leafwidth,엽폭,cm,8
221,2,2024-11-11,2,1,leafinfo,petiolelength,엽병장,cm,18
221,2,2024-11-11,2,1,leafinfo,leafnumber,엽수,개,6
221,2,2024-11-11,2,1,steminfo,crowndiameter,관부직경,cm,1.5
221,2,2024-11-11,2,1,plantobjectinfo,fruitingnumber,착과수,개,4
222,2,2024-11-11,2,2,steminfo,plantheight,초장,cm,30
222,2,2024-11-11,2,2,leafinfo,leaflength,엽장,cm,11
222,2,2024-11-11,2,2,leafinfo,leafwidth,엽폭,cm,9
222,2,2024-11-11,2,2,leafinfo,petiolelength,엽병장,cm,19
222,2,2024-11-11,2,2,leafinfo,leafnumber,엽수,개,6
222,2,2024-11-11,2,2,steminfo,crowndiameter,관부직경,cm,2
222,2,2024-11-11,2,2,plantobjectinfo,fruitingnumber,착과수,개,6
231,2,2024-11-11,3,1,steminfo,plantheight,초장,cm,27
231,2,2024-11-11,3,1,leafinfo,leaflength,엽장,cm,11
231,2,2024-11-11,3,1,leafinfo,leafwidth,엽폭,cm,10
231,2,2024-11-11,3,1,leafinfo,petiolelength,엽병장,cm,16
231,2,2024-11-11,3,1,leafinfo,leafnumber,엽수,개,7
231,2,2024-11-11,3,1,steminfo,crowndiameter,관부직경,cm,2.3
231,2,2024-11-11,3,1,plantobjectinfo,fruitingnumber,착과수,개,0
232,2,2024-11-11,3,2,steminfo,plantheight,초장,cm,26
232,2,2024-11-11,3,2,leafinfo,leaflength,엽장,cm,10
232,2,2024-11-11,3,2,leafinfo,leafwidth,엽폭,cm,9
232,2,2024-11-11,3,2,leafinfo,petiolelength,엽병장,cm,16
232,2,2024-11-11,3,2,leafinfo,leafnumber,엽수,개,7
232,2,2024-11-11,3,2,steminfo,crowndiameter,관부직경,cm,2
232,2,2024-11-11,3,2,plantobjectinfo,fruitingnumber,착과수,개,4
241,2,2024-11-11,4,1,steminfo,plantheight,초장,cm,29
241,2,2024-11-11,4,1,leafinfo,leaflength,엽장,cm,11
241,2,2024-11-11,4,1,leafinfo,leafwidth,엽폭,cm,10
241,2,2024-11-11,4,1,leafinfo,petiolelength,엽병장,cm,18
241,2,2024-11-11,4,1,leafinfo,leafnumber,엽수,개,6
241,2,2024-11-11,4,1,steminfo,crowndiameter,관부직경,cm,2
241,2,2024-11-11,4,1,plantobjectinfo,fruitingnumber,착과수,개,4
242,2,2024-11-11,4,2,steminfo,plantheight,초장,cm,25
242,2,2024-11-11,4,2,leafinfo,leaflength,엽장,cm,10
242,2,2024-11-11,4,2,leafinfo,leafwidth,엽폭,cm,9
242,2,2024-11-11,4,2,leafinfo,petiolelength,엽병장,cm,15
242,2,2024-11-11,4,2,leafinfo,leafnumber,엽수,개,7
242,2,2024-11-11,4,2,steminfo,crowndiameter,관부직경,cm,2
242,2,2024-11-11,4,2,plantobjectinfo,fruitingnumber,착과수,개,3
251,2,2024-11-11,5,1,steminfo,plantheight,초장,cm,25
251,2,2024-11-11,5,1,leafinfo,leaflength,엽장,cm,10
251,2,2024-11-11,5,1,leafinfo,leafwidth,엽폭,cm,9
251,2,2024-11-11,5,1,leafinfo,petiolelength,엽병장,cm,15
251,2,2024-11-11,5,1,leafinfo,leafnumber,엽수,개,6
251,2,2024-11-11,5,1,steminfo,crowndiameter,관부직경,cm,2
251,2,2024-11-11,5,1,plantobjectinfo,fruitingnumber,착과수,개,0
252,2,2024-11-11,5,2,steminfo,plantheight,초장,cm,28
252,2,2024-11-11,5,2,leafinfo,leaflength,엽장,cm,11
252,2,2024-11-11,5,2,leafinfo,leafwidth,엽폭,cm,9
252,2,2024-11-11,5,2,leafinfo,petiolelength,엽병장,cm,17
252,2,2024-11-11,5,2,leafinfo,leafnumber,엽수,개,7
252,2,2024-11-11,5,2,steminfo,crowndiameter,관부직경,cm,2
252,2,2024-11-11,5,2,plantobjectinfo,fruitingnumber,착과수,개,2
211,2,2024-11-18,1,1,steminfo,plantheight,초장,cm,27
211,2,2024-11-18,1,1,leafinfo,leaflength,엽장,cm,10
211,2,2024-11-18,1,1,leafinfo,leafwidth,엽폭,cm,9
211,2,2024-11-18,1,1,leafinfo,petiolelength,엽병장,cm,17
211,2,2024-11-18,1,1,leafinfo,leafnumber,엽수,개,7
211,2,2024-11-18,1,1,steminfo,crowndiameter,관부직경,cm,1.5
211,2,2024-11-18,1,1,plantobjectinfo,fruitingnumber,착과수,개,1
212,2,2024-11-18,1,2,steminfo,plantheight,초장,cm,25
212,2,2024-11-18,1,2,leafinfo,leaflength,엽장,cm,11
212,2,2024-11-18,1,2,leafinfo,leafwidth,엽폭,cm,9
212,2,2024-11-18,1,2,leafinfo,petiolelength,엽병장,cm,14
212,2,2024-11-18,1,2,leafinfo,leafnumber,엽수,개,6
212,2,2024-11-18,1,2,steminfo,crowndiameter,관부직경,cm,2
212,2,2024-11-18,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
221,2,2024-11-18,2,1,steminfo,plantheight,초장,cm,29
221,2,2024-11-18,2,1,leafinfo,leaflength,엽장,cm,10
221,2,2024-11-18,2,1,leafinfo,leafwidth,엽폭,cm,8
221,2,2024-11-18,2,1,leafinfo,petiolelength,엽병장,cm,19
221,2,2024-11-18,2,1,leafinfo,leafnumber,엽수,개,6
221,2,2024-11-18,2,1,steminfo,crowndiameter,관부직경,cm,1.5
221,2,2024-11-18,2,1,plantobjectinfo,fruitingnumber,착과수,개,5
222,2,2024-11-18,2,2,steminfo,plantheight,초장,cm,30
